# 文字コード表(Unicode UTF-8 UTF-16) [7000/21420]
# http://pentan.info/doc/unicode_list.html
# UTF8	UTF16	S-JIS	EUC-JP	JIS	文字	実体参照
C2A7	A7	8198	A1F8	2178	§	 &#167;
E5ABA5	5AE5		8FBAA8	443A28	嫥	 &#23269;
E5ABA6	5AE6	9B62	D5C3	5543	嫦	 &#23270;
E5ABA7	5AE7				嫧	 &#23271;
E5ABA8	5AE8				嫨	 &#23272;
E5ABA9	5AE9	9B63	D5C4	5544	嫩	 &#23273;
E5ABAA	5AEA		8FBAA9	443A29	嫪	 &#23274;
E5ABAB	5AEB				嫫	 &#23275;
E5ABAC	5AEC				嫬	 &#23276;
E5ABAD	5AED				嫭	 &#23277;
E5ABAE	5AEE		8FBAAA	443A2A	嫮	 &#23278;
E5ABAF	5AEF				嫯	 &#23279;
E5ABB0	5AF0				嫰	 &#23280;
E5ABB1	5AF1				嫱	 &#23281;
E5ABB2	5AF2				嫲	 &#23282;
E5ABB3	5AF3				嫳	 &#23283;
E5ABB4	5AF4				嫴	 &#23284;
E5ABB5	5AF5		8FBAAB	443A2B	嫵	 &#23285;
E5ABB6	5AF6		8FBAAC	443A2C	嫶	 &#23286;
E5ABB7	5AF7				嫷	 &#23287;
E5ABB8	5AF8				嫸	 &#23288;
E5ABB9	5AF9				嫹	 &#23289;
E5ABBA	5AFA	9B65	D5C6	5546	嫺	 &#23290;
E5ABBB	5AFB	9B66	D5C7	5547	嫻	 &#23291;
E5ABBC	5AFC				嫼	 &#23292;
E5ABBD	5AFD		8FBAAD	443A2D	嫽	 &#23293;
E5ABBE	5AFE				嫾	 &#23294;
E5ABBF	5AFF				嫿	 &#23295;
E5AC80	5B00		8FBAAE	443A2E	嬀	 &#23296;
E5AC81	5B01		8FBAAF	443A2F	嬁	 &#23297;
E5AC82	5B02				嬂	 &#23298;
E5AC83	5B03				嬃	 &#23299;
E5AC84	5B04				嬄	 &#23300;
E5AC85	5B05				嬅	 &#23301;
E5AC86	5B06				嬆	 &#23302;
E5AC87	5B07				嬇	 &#23303;
E5AC88	5B08		8FBAB0	443A30	嬈	 &#23304;
E5AC89	5B09	8AF0	B4F2	3472	嬉	 &#23305;
E5AC8A	5B0A				嬊	 &#23306;
E5AC8B	5B0B	9B68	D5C9	5549	嬋	 &#23307;
E5AC8C	5B0C	9B67	D5C8	5548	嬌	 &#23308;
E5AC8D	5B0D				嬍	 &#23309;
E5AC8E	5B0E				嬎	 &#23310;
E5AC8F	5B0F				嬏	 &#23311;
E5AC90	5B10				嬐	 &#23312;
E5AC91	5B11				嬑	 &#23313;
E5AC92	5B12				嬒	 &#23314;
E5AC93	5B13				嬓	 &#23315;
E5AC94	5B14				嬔	 &#23316;
E5AC95	5B15				嬕	 &#23317;
E5AC96	5B16	9B69	D5CA	554A	嬖	 &#23318;
E5AC97	5B17		8FBAB1	443A31	嬗	 &#23319;
E5AC98	5B18				嬘	 &#23320;
E5AC99	5B19		8FBAB3	443A33	嬙	 &#23321;
E5AC9A	5B1A				嬚	 &#23322;
E5AC9B	5B1B		8FBAB4	443A34	嬛	 &#23323;
E5AC9C	5B1C				嬜	 &#23324;
E5AC9D	5B1D		8FBAB5	443A35	嬝	 &#23325;
E5AC9E	5B1E				嬞	 &#23326;
E5AC9F	5B1F				嬟	 &#23327;
E5ACA0	5B20				嬠	 &#23328;
E5ACA1	5B21		8FBAB6	443A36	嬡	 &#23329;
E5ACA2	5B22	8FEC	BEEE	3E6E	嬢	 &#23330;
E5ACA3	5B23				嬣	 &#23331;
E5ACA4	5B24				嬤	 &#23332;
E5ACA5	5B25		8FBAB7	443A37	嬥	 &#23333;
E5ACA6	5B26				嬦	 &#23334;
E5ACA7	5B27				嬧	 &#23335;
E5ACA8	5B28				嬨	 &#23336;
E5ACA9	5B29				嬩	 &#23337;
E5ACAA	5B2A	9B6C	D5CD	554D	嬪	 &#23338;
E5ACAB	5B2B				嬫	 &#23339;
E5ACAC	5B2C	92DA	C4DC	445C	嬬	 &#23340;
E5ACAD	5B2D		8FBAB8	443A38	嬭	 &#23341;
E5ACAE	5B2E				嬮	 &#23342;
E5ACAF	5B2F				嬯	 &#23343;
E5ACB0	5B30	8964	B1C5	3145	嬰	 &#23344;
E5ACB1	5B31				嬱	 &#23345;
E5ACB2	5B32	9B6A	D5CB	554B	嬲	 &#23346;
E5ACB3	5B33				嬳	 &#23347;
E5ACB4	5B34		8FBAB2	443A32	嬴	 &#23348;
E5ACB5	5B35				嬵	 &#23349;
E5ACB6	5B36	9B6D	D5CE	554E	嬶	 &#23350;
E5ACB7	5B37				嬷	 &#23351;
E5ACB8	5B38		8FBAB9	443A39	嬸	 &#23352;
E5ACB9	5B39				嬹	 &#23353;
E5ACBA	5B3A				嬺	 &#23354;
E5ACBB	5B3B				嬻	 &#23355;
E5ACBC	5B3C				嬼	 &#23356;
E5ACBD	5B3D				嬽	 &#23357;
E5ACBE	5B3E	9B6E	D5CF	554F	嬾	 &#23358;
E5ACBF	5B3F				嬿	 &#23359;
E5AD80	5B40	9B71	D5D2	5552	孀	 &#23360;
E5AD81	5B41		8FBABA	443A3A	孁	 &#23361;
E5AD82	5B42				孂	 &#23362;
E5AD83	5B43	9B6F	D5D0	5550	孃	 &#23363;
E5AD84	5B44				孄	 &#23364;
E5AD85	5B45	9B70	D5D1	5551	孅	 &#23365;
E5AD86	5B46				孆	 &#23366;
E5AD87	5B47				孇	 &#23367;
E5AD88	5B48				孈	 &#23368;
E5AD89	5B49				孉	 &#23369;
E5AD8A	5B4A				孊	 &#23370;
E5AD8B	5B4B		8FBABB	443A3B	孋	 &#23371;
E5AD8C	5B4C		8FBABC	443A3C	孌	 &#23372;
E5AD8D	5B4D				孍	 &#23373;
E5AD8E	5B4E				孎	 &#23374;
E5AD8F	5B4F				孏	 &#23375;
E5AD90	5B50	8E71	BBD2	3B52	子	 &#23376;
E5AD91	5B51	9B72	D5D3	5553	孑	 &#23377;
E5AD92	5B52		8FBABD	443A3D	孒	 &#23378;
E5AD93	5B53				孓	 &#23379;
E5AD94	5B54	8D45	B9A6	3926	孔	 &#23380;
E5AD95	5B55	9B73	D5D4	5554	孕	 &#23381;
E5AD96	5B56	FAA6	F9EA	443A3E	孖	 &#23382;
E5AD97	5B57	8E9A	BBFA	3B7A	字	 &#23383;
E5AD98	5B58	91B6	C2B8	4238	存	 &#23384;
E5AD99	5B59				孙	 &#23385;
E5AD9A	5B5A	9B74	D5D5	5555	孚	 &#23386;
E5AD9B	5B5B	9B75	D5D6	5556	孛	 &#23387;
E5AD9C	5B5C	8E79	BBDA	3B5A	孜	 &#23388;
E5AD9D	5B5D	8D46	B9A7	3927	孝	 &#23389;
E5AD9E	5B5E		8FBABF	443A3F	孞	 &#23390;
E5AD9F	5B5F	96D0	CCD2	4C52	孟	 &#23391;
E5ADA0	5B60				孠	 &#23392;
E5ADA1	5B61				孡	 &#23393;
E5ADA2	5B62				孢	 &#23394;
E5ADA3	5B63	8B47	B5A8	3528	季	 &#23395;
E5ADA4	5B64	8CC7	B8C9	3849	孤	 &#23396;
E5ADA5	5B65	9B76	D5D7	5557	孥	 &#23397;
E5ADA6	5B66	8A77	B3D8	3358	学	 &#23398;
E5ADA7	5B67				孧	 &#23399;
E5ADA8	5B68		8FBAC0	443A40	孨	 &#23400;
E5ADA9	5B69	9B77	D5D8	5558	孩	 &#23401;
E5ADAA	5B6A				孪	 &#23402;
E5ADAB	5B6B	91B7	C2B9	4239	孫	 &#23403;
E5ADAC	5B6C				孬	 &#23404;
E5ADAD	5B6D				孭	 &#23405;
E5ADAE	5B6E		8FBAC1	443A41	孮	 &#23406;
E5ADAF	5B6F		8FBAC2	443A42	孯	 &#23407;
E5ADB0	5B70	9B78	D5D9	5559	孰	 &#23408;
E5ADB1	5B71	9BA1	D6A3	5623	孱	 &#23409;
E5ADB2	5B72				孲	 &#23410;
E5ADB3	5B73	9B79	D5DA	555A	孳	 &#23411;
E5ADB4	5B74				孴	 &#23412;
E5ADB5	5B75	9B7A	D5DB	555B	孵	 &#23413;
E5ADB6	5B76				孶	 &#23414;
E5ADB7	5B77				孷	 &#23415;
E5ADB8	5B78	9B7B	D5DC	555C	學	 &#23416;
E5ADB9	5B79				孹	 &#23417;
E5ADBA	5B7A	9B7D	D5DE	555E	孺	 &#23418;
E5ADBB	5B7B				孻	 &#23419;
E5ADBC	5B7C		8FBAC3	443A43	孼	 &#23420;
E5ADBD	5B7D		8FBAC4	443A44	孽	 &#23421;
E5ADBE	5B7E		8FBAC5	443A45	孾	 &#23422;
E5ADBF	5B7F		8FBAC6	443A46	孿	 &#23423;
E5AE80	5B80	9B7E	D5DF	555F	宀	 &#23424;
E5AE81	5B81		8FBAC7	443A47	宁	 &#23425;
E5AE82	5B82				宂	 &#23426;
E5AE83	5B83	9B80	D5E0	5560	它	 &#23427;
E5AE84	5B84		8FBAC8	443A48	宄	 &#23428;
E5AE85	5B85	91EE	C2F0	4270	宅	 &#23429;
E5AE86	5B86		8FBAC9	443A49	宆	 &#23430;
E5AE87	5B87	8946	B1A7	3127	宇	 &#23431;
E5AE88	5B88	8EE7	BCE9	3C69	守	 &#23432;
E5AE89	5B89	88C0	B0C2	3042	安	 &#23433;
E5AE8A	5B8A		8FBACA	443A4A	宊	 &#23434;
E5AE8B	5B8B	9176	C1D7	4157	宋	 &#23435;
E5AE8C	5B8C	8AAE	B4B0	3430	完	 &#23436;
E5AE8D	5B8D	8EB3	BCB5	3C35	宍	 &#23437;
E5AE8E	5B8E		8FBACB	443A4B	宎	 &#23438;
E5AE8F	5B8F	8D47	B9A8	3928	宏	 &#23439;
E5AE90	5B90		8FBACC	443A4C	宐	 &#23440;
E5AE91	5B91		8FBACD	443A4D	宑	 &#23441;
E5AE92	5B92				宒	 &#23442;
E5AE93	5B93		8FBACE	443A4E	宓	 &#23443;
E5AE94	5B94		8FBACF	443A4F	宔	 &#23444;
E5AE95	5B95	9386	C5E6	4566	宕	 &#23445;
E5AE96	5B96		8FBAD0	443A50	宖	 &#23446;
E5AE97	5B97	8F40	BDA1	3D21	宗	 &#23447;
E5AE98	5B98	8AAF	B4B1	3431	官	 &#23448;
E5AE99	5B99	9288	C3E8	4368	宙	 &#23449;
E5AE9A	5B9A	92E8	C4EA	446A	定	 &#23450;
E5AE9B	5B9B	88B6	B0B8	3038	宛	 &#23451;
E5AE9C	5B9C	8B58	B5B9	3539	宜	 &#23452;
E5AE9D	5B9D	95F3	CAF5	4A75	宝	 &#23453;
E5AE9E	5B9E				实	 &#23454;
E5AE9F	5B9F	8EC0	BCC2	3C42	実	 &#23455;
E5AEA0	5BA0				宠	 &#23456;
E5AEA1	5BA1				审	 &#23457;
E5AEA2	5BA2	8B71	B5D2	3552	客	 &#23458;
E5AEA3	5BA3	90E9	C0EB	406B	宣	 &#23459;
E5AEA4	5BA4	8EBA	BCBC	3C3C	室	 &#23460;
E5AEA5	5BA5	9747	CDA8	4D28	宥	 &#23461;
E5AEA6	5BA6	9B81	D5E1	5561	宦	 &#23462;
E5AEA7	5BA7				宧	 &#23463;
E5AEA8	5BA8		8FBAD1	443A51	宨	 &#23464;
E5AEA9	5BA9		8FBAD2	443A52	宩	 &#23465;
E5AEAA	5BAA				宪	 &#23466;
E5AEAB	5BAB				宫	 &#23467;
E5AEAC	5BAC		8FBAD3	443A53	宬	 &#23468;
E5AEAD	5BAD		8FBAD4	443A54	宭	 &#23469;
E5AEAE	5BAE	8B7B	B5DC	355C	宮	 &#23470;
E5AEAF	5BAF		8FBAD5	443A55	宯	 &#23471;
E5AEB0	5BB0	8DC9	BACB	3A4B	宰	 &#23472;
E5AEB1	5BB1		8FBAD6	443A56	宱	 &#23473;
E5AEB2	5BB2		8FBAD7	443A57	宲	 &#23474;
E5AEB3	5BB3	8A51	B3B2	3332	害	 &#23475;
E5AEB4	5BB4	8983	B1E3	3163	宴	 &#23476;
E5AEB5	5BB5	8FAA	BEAC	3E2C	宵	 &#23477;
E5AEB6	5BB6	89C6	B2C8	3248	家	 &#23478;
E5AEB7	5BB7		8FBAD8	443A58	宷	 &#23479;
E5AEB8	5BB8	9B82	D5E2	5562	宸	 &#23480;
E5AEB9	5BB9	9765	CDC6	4D46	容	 &#23481;
E5AEBA	5BBA		8FBAD9	443A59	宺	 &#23482;
E5AEBB	5BBB				宻	 &#23483;
E5AEBC	5BBC		8FBADA	443A5A	宼	 &#23484;
E5AEBD	5BBD				宽	 &#23485;
E5AEBE	5BBE				宾	 &#23486;
E5AEBF	5BBF	8F68	BDC9	3D49	宿	 &#23487;
E5AF80	5BC0	FAA7	F9EB	443A5B	寀	 &#23488;
E5AF81	5BC1		8FBADC	443A5C	寁	 &#23489;
E5AF82	5BC2	8EE2	BCE4	3C64	寂	 &#23490;
E5AF83	5BC3	9B83	D5E3	5563	寃	 &#23491;
E5AF84	5BC4	8AF1	B4F3	3473	寄	 &#23492;
E5AF85	5BC5	93D0	C6D2	4652	寅	 &#23493;
E5AF86	5BC6	96A7	CCA9	4C29	密	 &#23494;
E5AF87	5BC7	9B84	D5E4	5564	寇	 &#23495;
E5AF88	5BC8				寈	 &#23496;
E5AF89	5BC9	9B85	D5E5	5565	寉	 &#23497;
E5AF8A	5BCA				寊	 &#23498;
E5AF8B	5BCB				寋	 &#23499;
E5AF8C	5BCC	9578	C9D9	4959	富	 &#23500;
E5AF8D	5BCD		8FBADD	443A5D	寍	 &#23501;
E5AF8E	5BCE				寎	 &#23502;
E5AF8F	5BCF		8FBADE	443A5E	寏	 &#23503;
E5AF90	5BD0	9B87	D5E7	5567	寐	 &#23504;
E5AF91	5BD1				寑	 &#23505;
E5AF92	5BD2	8AA6	B4A8	3428	寒	 &#23506;
E5AF93	5BD3	8BF5	B6F7	3677	寓	 &#23507;
E5AF94	5BD4	9B86	D5E6	5566	寔	 &#23508;
E5AF95	5BD5				寕	 &#23509;
E5AF96	5BD6		8FBADF	443A5F	寖	 &#23510;
E5AF97	5BD7		8FBAE0	443A60	寗	 &#23511;
E5AF98	5BD8	FAA9	F9ED	443A61	寘	 &#23512;
E5AF99	5BD9		8FBAE2	443A62	寙	 &#23513;
E5AF9A	5BDA		8FBAE3	443A63	寚	 &#23514;
E5AF9B	5BDB	8AB0	B4B2	3432	寛	 &#23515;
E5AF9C	5BDC				寜	 &#23516;
E5AF9D	5BDD	9051	BFB2	3F32	寝	 &#23517;
E5AF9E	5BDE	9B8B	D5EB	556B	寞	 &#23518;
E5AF9F	5BDF	8E40	BBA1	3B21	察	 &#23519;
E5AFA0	5BE0		8FBAE4	443A64	寠	 &#23520;
E5AFA1	5BE1	89C7	B2C9	3249	寡	 &#23521;
E5AFA2	5BE2	9B8A	D5EA	556A	寢	 &#23522;
E5AFA3	5BE3				寣	 &#23523;
E5AFA4	5BE4	9B88	D5E8	5568	寤	 &#23524;
E5AFA5	5BE5	9B8C	D5EC	556C	寥	 &#23525;
E5AFA6	5BE6	9B89	D5E9	5569	實	 &#23526;
E5AFA7	5BE7	944A	C7AB	472B	寧	 &#23527;
E5AFA8	5BE8	9ECB	DCCD	5C4D	寨	 &#23528;
E5AFA9	5BE9	9052	BFB3	3F33	審	 &#23529;
E5AFAA	5BEA				寪	 &#23530;
E5AFAB	5BEB	9B8D	D5ED	556D	寫	 &#23531;
E5AFAC	5BEC	FAAA	F9EE		寬	 &#23532;
E5AFAD	5BED				寭	 &#23533;
E5AFAE	5BEE	97BE	CEC0	4E40	寮	 &#23534;
E5AFAF	5BEF		8FBAE5	443A65	寯	 &#23535;
E5AFB0	5BF0	9B8E	D5EE	556E	寰	 &#23536;
E5AFB1	5BF1		8FBAE6	443A66	寱	 &#23537;
E5AFB2	5BF2				寲	 &#23538;
E5AFB3	5BF3	9B90	D5F0	5570	寳	 &#23539;
E5AFB4	5BF4		8FBAE7	443A67	寴	 &#23540;
E5AFB5	5BF5	929E	C3FE	437E	寵	 &#23541;
E5AFB6	5BF6	9B8F	D5EF	556F	寶	 &#23542;
E5AFB7	5BF7				寷	 &#23543;
E5AFB8	5BF8	90A1	C0A3	4023	寸	 &#23544;
E5AFB9	5BF9				对	 &#23545;
E5AFBA	5BFA	8E9B	BBFB	3B7B	寺	 &#23546;
E5AFBB	5BFB				寻	 &#23547;
E5AFBC	5BFC				导	 &#23548;
E5AFBD	5BFD		8FBAE8	443A68	寽	 &#23549;
E5AFBE	5BFE	91CE	C2D0	4250	対	 &#23550;
E5AFBF	5BFF	8EF5	BCF7	3C77	寿	 &#23551;
E5B080	5C00				尀	 &#23552;
E5B081	5C01	9595	C9F5	4975	封	 &#23553;
E5B082	5C02	90EA	C0EC	406C	専	 &#23554;
E5B083	5C03				尃	 &#23555;
E5B084	5C04	8ECB	BCCD	3C4D	射	 &#23556;
E5B085	5C05	9B91	D5F1	5571	尅	 &#23557;
E5B086	5C06	8FAB	BEAD	3E2D	将	 &#23558;
E5B087	5C07	9B92	D5F2	5572	將	 &#23559;
E5B088	5C08	9B93	D5F3	5573	專	 &#23560;
E5B089	5C09	88D1	B0D3	3053	尉	 &#23561;
E5B08A	5C0A	91B8	C2BA	423A	尊	 &#23562;
E5B08B	5C0B	9071	BFD2	3F52	尋	 &#23563;
E5B08C	5C0C		8FBAE9	443A69	尌	 &#23564;
E5B08D	5C0D	9B94	D5F4	5574	對	 &#23565;
E5B08E	5C0E	93B1	C6B3	4633	導	 &#23566;
E5B08F	5C0F	8FAC	BEAE	3E2E	小	 &#23567;
E5B090	5C10				尐	 &#23568;
E5B091	5C11	8FAD	BEAF	3E2F	少	 &#23569;
E5B092	5C12				尒	 &#23570;
E5B093	5C13	9B95	D5F5	5575	尓	 &#23571;
E5B094	5C14				尔	 &#23572;
E5B095	5C15				尕	 &#23573;
E5B096	5C16	90EB	C0ED	406D	尖	 &#23574;
E5B097	5C17		8FBAEA	443A6A	尗	 &#23575;
E5B098	5C18				尘	 &#23576;
E5B099	5C19				尙	 &#23577;
E5B09A	5C1A	8FAE	BEB0	3E30	尚	 &#23578;
E5B09B	5C1B				尛	 &#23579;
E5B09C	5C1C				尜	 &#23580;
E5B09D	5C1D				尝	 &#23581;
E5B09E	5C1E	FAAB	F9EF	443A6B	尞	 &#23582;
E5B09F	5C1F		8FBAEC	443A6C	尟	 &#23583;
E5B0A0	5C20	9B96	D5F6	5576	尠	 &#23584;
E5B0A1	5C21				尡	 &#23585;
E5B0A2	5C22	9B97	D5F7	5577	尢	 &#23586;
E5B0A3	5C23		8FBAED	443A6D	尣	 &#23587;
E5B0A4	5C24	96DE	CCE0	4C60	尤	 &#23588;
E5B0A5	5C25				尥	 &#23589;
E5B0A6	5C26		8FBAEE	443A6E	尦	 &#23590;
E5B0A7	5C27				尧	 &#23591;
E5B0A8	5C28	9B98	D5F8	5578	尨	 &#23592;
E5B0A9	5C29		8FBAEF	443A6F	尩	 &#23593;
E5B0AA	5C2A				尪	 &#23594;
E5B0AB	5C2B		8FBAF0	443A70	尫	 &#23595;
E5B0AC	5C2C		8FBAF1	443A71	尬	 &#23596;
E5B0AD	5C2D	8BC4	B6C6	3646	尭	 &#23597;
E5B0AE	5C2E		8FBAF2	443A72	尮	 &#23598;
E5B0AF	5C2F				尯	 &#23599;
E5B0B0	5C30		8FBAF3	443A73	尰	 &#23600;
E5B0B1	5C31	8F41	BDA2	3D22	就	 &#23601;
E5B0B2	5C32		8FBAF4	443A74	尲	 &#23602;
E5B0B3	5C33				尳	 &#23603;
E5B0B4	5C34				尴	 &#23604;
E5B0B5	5C35		8FBAF5	443A75	尵	 &#23605;
E5B0B6	5C36		8FBAF6	443A76	尶	 &#23606;
E5B0B7	5C37				尷	 &#23607;
E5B0B8	5C38	9B99	D5F9	5579	尸	 &#23608;
E5B0B9	5C39	9B9A	D5FA	557A	尹	 &#23609;
E5B0BA	5C3A	8EDA	BCDC	3C5C	尺	 &#23610;
E5B0BB	5C3B	904B	BFAC	3F2C	尻	 &#23611;
E5B0BC	5C3C	93F2	C6F4	4674	尼	 &#23612;
E5B0BD	5C3D	9073	BFD4	3F54	尽	 &#23613;
E5B0BE	5C3E	94F6	C8F8	4878	尾	 &#23614;
E5B0BF	5C3F	9441	C7A2	4722	尿	 &#23615;
E5B180	5C40	8BC7	B6C9	3649	局	 &#23616;
E5B181	5C41	9B9B	D5FB	557B	屁	 &#23617;
E5B182	5C42				层	 &#23618;
E5B183	5C43				屃	 &#23619;
E5B184	5C44				屄	 &#23620;
E5B185	5C45	8B8F	B5EF	356F	居	 &#23621;
E5B186	5C46	9B9C	D5FC	557C	屆	 &#23622;
E5B187	5C47				屇	 &#23623;
E5B188	5C48	8BFC	B6FE	367E	屈	 &#23624;
E5B189	5C49				屉	 &#23625;
E5B18A	5C4A	93CD	C6CF	464F	届	 &#23626;
E5B18B	5C4B	89AE	B2B0	3230	屋	 &#23627;
E5B18C	5C4C				屌	 &#23628;
E5B18D	5C4D	8E72	BBD3	3B53	屍	 &#23629;
E5B18E	5C4E	9B9D	D5FD	557D	屎	 &#23630;
E5B18F	5C4F	9BA0	D6A2	5622	屏	 &#23631;
E5B190	5C50	9B9F	D6A1	5621	屐	 &#23632;
E5B191	5C51	8BFB	B6FD	367D	屑	 &#23633;
E5B192	5C52				屒	 &#23634;
E5B193	5C53	9B9E	D5FE	557E	屓	 &#23635;
E5B194	5C54				屔	 &#23636;
E5B195	5C55	9357	C5B8	4538	展	 &#23637;
E5B196	5C56				屖	 &#23638;
E5B197	5C57				屗	 &#23639;
E5B198	5C58				屘	 &#23640;
E5B199	5C59		8FBAF7	443A77	屙	 &#23641;
E5B19A	5C5A		8FBAF8	443A78	屚	 &#23642;
E5B19B	5C5B				屛	 &#23643;
E5B19C	5C5C		8FBAF9	443A79	屜	 &#23644;
E5B19D	5C5D				屝	 &#23645;
E5B19E	5C5E	91AE	C2B0	4230	属	 &#23646;
E5B19F	5C5F				屟	 &#23647;
E5B1A0	5C60	936A	C5CB	454B	屠	 &#23648;
E5B1A1	5C61	8EC6	BCC8	3C48	屡	 &#23649;
E5B1A2	5C62		8FBAFA	443A7A	屢	 &#23650;
E5B1A3	5C63		8FBAFB	443A7B	屣	 &#23651;
E5B1A4	5C64	9177	C1D8	4158	層	 &#23652;
E5B1A5	5C65	979A	CDFA	4D7A	履	 &#23653;
E5B1A6	5C66				屦	 &#23654;
E5B1A7	5C67		8FBAFC	443A7C	屧	 &#23655;
E5B1A8	5C68		8FBAFD	443A7D	屨	 &#23656;
E5B1A9	5C69		8FBAFE	443A7E	屩	 &#23657;
E5B1AA	5C6A				屪	 &#23658;
E5B1AB	5C6B				屫	 &#23659;
E5B1AC	5C6C	9BA2	D6A4	5624	屬	 &#23660;
E5B1AD	5C6D		8FBBA1	443B21	屭	 &#23661;
E5B1AE	5C6E	9BA3	D6A5	5625	屮	 &#23662;
E5B1AF	5C6F	93D4	C6D6	4656	屯	 &#23663;
E5B1B0	5C70		8FBBA2	443B22	屰	 &#23664;
E5B1B1	5C71	8E52	BBB3	3B33	山	 &#23665;
E5B1B2	5C72				屲	 &#23666;
E5B1B3	5C73				屳	 &#23667;
E5B1B4	5C74		8FBBA3	443B23	屴	 &#23668;
E5B1B5	5C75		8FBBA4	443B24	屵	 &#23669;
E5B1B6	5C76	9BA5	D6A7	5627	屶	 &#23670;
E5B1B7	5C77				屷	 &#23671;
E5B1B8	5C78				屸	 &#23672;
E5B1B9	5C79	9BA6	D6A8	5628	屹	 &#23673;
E5B1BA	5C7A		8FBBA5	443B25	屺	 &#23674;
E5B1BB	5C7B		8FBBA6	443B26	屻	 &#23675;
E5B1BC	5C7C		8FBBA7	443B27	屼	 &#23676;
E5B1BD	5C7D		8FBBA8	443B28	屽	 &#23677;
E5B1BE	5C7E				屾	 &#23678;
E5B1BF	5C7F				屿	 &#23679;
E5B280	5C80				岀	 &#23680;
E5B281	5C81				岁	 &#23681;
E5B282	5C82				岂	 &#23682;
E5B283	5C83				岃	 &#23683;
E5B284	5C84				岄	 &#23684;
E5B285	5C85				岅	 &#23685;
E5B286	5C86				岆	 &#23686;
E5B287	5C87		8FBBA9	443B29	岇	 &#23687;
E5B288	5C88		8FBBAA	443B2A	岈	 &#23688;
E5B289	5C89				岉	 &#23689;
E5B28A	5C8A		8FBBAB	443B2B	岊	 &#23690;
E5B28B	5C8B				岋	 &#23691;
E5B28C	5C8C	9BA7	D6A9	5629	岌	 &#23692;
E5B28D	5C8D				岍	 &#23693;
E5B28E	5C8E				岎	 &#23694;
E5B28F	5C8F		8FBBAC	443B2C	岏	 &#23695;
E5B290	5C90	8AF2	B4F4	3474	岐	 &#23696;
E5B291	5C91	9BA8	D6AA	562A	岑	 &#23697;
E5B292	5C92		8FBBAD	443B2D	岒	 &#23698;
E5B293	5C93				岓	 &#23699;
E5B294	5C94	9BA9	D6AB	562B	岔	 &#23700;
E5B295	5C95				岕	 &#23701;
E5B296	5C96				岖	 &#23702;
E5B297	5C97				岗	 &#23703;
E5B298	5C98				岘	 &#23704;
E5B299	5C99				岙	 &#23705;
E5B29A	5C9A				岚	 &#23706;
E5B29B	5C9B				岛	 &#23707;
E5B29C	5C9C				岜	 &#23708;
E5B29D	5C9D		8FBBAE	443B2E	岝	 &#23709;
E5B29E	5C9E				岞	 &#23710;
E5B29F	5C9F		8FBBAF	443B2F	岟	 &#23711;
E5B2A0	5CA0		8FBBB0	443B30	岠	 &#23712;
E5B2A1	5CA1	89AA	B2AC	322C	岡	 &#23713;
E5B2A2	5CA2		8FBBB1	443B31	岢	 &#23714;
E5B2A3	5CA3		8FBBB2	443B32	岣	 &#23715;
E5B2A4	5CA4				岤	 &#23716;
E5B2A5	5CA5				岥	 &#23717;
E5B2A6	5CA6	FAAC	F9F0	443B33	岦	 &#23718;
E5B2A7	5CA7				岧	 &#23719;
E5B2A8	5CA8	915A	C1BB	413B	岨	 &#23720;
E5B2A9	5CA9	8AE2	B4E4	3464	岩	 &#23721;
E5B2AA	5CAA		8FBBB4	443B34	岪	 &#23722;
E5B2AB	5CAB	9BAB	D6AD	562D	岫	 &#23723;
E5B2AC	5CAC	96A6	CCA8	4C28	岬	 &#23724;
E5B2AD	5CAD				岭	 &#23725;
E5B2AE	5CAE				岮	 &#23726;
E5B2AF	5CAF				岯	 &#23727;
E5B2B0	5CB0				岰	 &#23728;
E5B2B1	5CB1	91D0	C2D2	4252	岱	 &#23729;
E5B2B2	5CB2		8FBBB5	443B35	岲	 &#23730;
E5B2B3	5CB3	8A78	B3D9	3359	岳	 &#23731;
E5B2B4	5CB4		8FBBB6	443B36	岴	 &#23732;
E5B2B5	5CB5		8FBBB7	443B37	岵	 &#23733;
E5B2B6	5CB6	9BAD	D6AF	562F	岶	 &#23734;
E5B2B7	5CB7	9BAF	D6B1	5631	岷	 &#23735;
E5B2B8	5CB8	8ADD	B4DF	345F	岸	 &#23736;
E5B2B9	5CB9				岹	 &#23737;
E5B2BA	5CBA	FAAD	F9F1	443B38	岺	 &#23738;
E5B2BB	5CBB	9BAC	D6AE	562E	岻	 &#23739;
E5B2BC	5CBC	9BAE	D6B0	5630	岼	 &#23740;
E5B2BD	5CBD				岽	 &#23741;
E5B2BE	5CBE	9BB1	D6B3	5633	岾	 &#23742;
E5B2BF	5CBF				岿	 &#23743;
E5B380	5CC0				峀	 &#23744;
E5B381	5CC1				峁	 &#23745;
E5B382	5CC2				峂	 &#23746;
E5B383	5CC3				峃	 &#23747;
E5B384	5CC4				峄	 &#23748;
E5B385	5CC5	9BB0	D6B2	5632	峅	 &#23749;
E5B386	5CC6				峆	 &#23750;
E5B387	5CC7	9BB2	D6B4	5634	峇	 &#23751;
E5B388	5CC8				峈	 &#23752;
E5B389	5CC9		8FBBB9	443B39	峉	 &#23753;
E5B38A	5CCA				峊	 &#23754;
